transformer_id,timestamp,load,temperature,voltage,current,power,failure
42,2023-01-02 07:00:00,78.78605515362942,31.684032758123205,245.0139010715954,66.07278062939578,16.188749736656003,0
28,2023-01-02 08:00:00,52.23578489105505,29.25185400524593,235.71767054571168,61.67511542001786,14.537914537444513,0
16,2023-01-02 09:00:00,42.73920682897757,30.08033558444971,222.22763565528288,47.71017087343312,10.602518469912585,0
15,2023-01-02 10:00:00,56.55021053739432,33.64089848360173,229.37953811418183,53.69844833300265,12.317325276072406,0
47,2023-01-02 11:00:00,24.30360855348856,32.00085561728551,213.26547658882285,24.91423779702439,5.313346797629671,0
44,2023-01-02 12:00:00,60.209211126169926,29.168810530703468,,49.307117951508175,11.434530383278497,0
3,2023-01-02 13:00:00,82.45112666685164,24.420792173833867,223.14231592154684,67.32061321917489,15.022077542985386,0
37,2023-01-02 14:00:00,,,218.8654199178474,54.44589986549177,11.916324736865926,0
7,2023-01-02 15:00:00,97.76625402867616,,245.22146758548047,105.18482161150688,25.79357632329068,0
21,2023-01-02 16:00:00,103.19895205450575,33.01627510502813,240.30587740984288,117.73546347103199,28.29252385166085,0
9,2023-01-02 17:00:00,95.51288965251548,33.671121517728615,240.0303897876246,97.7740954219164,23.468754235255,0
39,2023-01-02 18:00:00,74.6128182052873,35.014052578430615,237.82111276650943,75.57182390804566,17.97257525560612,0
18,2023-01-02 19:00:00,23.50641455027062,42.893917883061256,217.65110955874218,22.58787351174782,4.9162757324044355,0
4,2023-01-02 20:00:00,55.92605015934788,,225.99520507193162,48.35585428370086,10.92819120527342,0
25,2023-01-02 21:00:00,67.15922946451226,32.927551370637154,226.60496358530114,56.906811671233186,12.895365986515387,0
14,2023-01-02 22:00:00,52.12264700990379,26.390135179336404,212.9026292590107,57.55757468060236,12.254158983272104,0
9,2023-01-02 23:00:00,67.20989049026858,36.8115922936778,224.4299890515601,78.70287723700608,17.663285876627555,0
26,2023-01-03 00:00:00,102.2013493738676,34.28020803105994,224.53902024382955,100.49594474312339,22.56526097109896,0
2,2023-01-03 01:00:00,37.08446940969364,36.014960564680386,231.25998947494963,39.44965247095305,9.123126215223023,0
20,2023-01-03 02:00:00,,35.76561281295538,255.32387600238343,123.84561241663692,31.62074178810464,0
28,2023-01-03 03:00:00,87.69452843508274,39.95354126851758,229.7910372339526,73.31661176635897,16.847500264270643,0
47,2023-01-03 04:00:00,75.36433616555391,37.69066482284233,231.26514454569667,83.51819822931793,19.31484818569936,0
7,2023-01-03 05:00:00,,39.15253978830044,227.49789727235859,58.33164194625711,13.270325887217602,0
44,2023-01-03 06:00:00,52.52099309017149,29.67232655051528,237.37712880053743,54.593202125274345,12.959177572525023,0
8,2023-01-03 07:00:00,37.4756457082252,40.96585432487572,219.26082791354224,34.36577314782324,7.5350678722807025,0
47,2023-01-03 08:00:00,104.33530960628774,31.388186302555003,248.9603749515394,112.00993764839485,27.88603607524293,0
35,2023-01-03 09:00:00,100.75223120148083,31.675652286880098,228.7584079253318,112.63284382203295,25.7657100328308,1
14,2023-01-03 10:00:00,41.874307428334355,36.35421288676498,226.04810166968934,35.3897889405275,7.999794608497208,0
17,2023-01-03 11:00:00,58.94744010187597,36.50959131524638,239.700370736638,59.73784111982825,14.31918266342921,0
36,2023-01-03 12:00:00,78.66289538463818,29.640715988837606,221.09077407955147,66.11664124295817,14.617779391945618,0
40,2023-01-03 13:00:00,,34.13360354113052,237.19250983055332,73.54917518948835,17.445313459161802,1
4,2023-01-03 14:00:00,31.62650485936365,42.44117658434738,244.0517005559536,31.723113997843882,7.742079918104174,0
2,2023-01-03 15:00:00,56.84454478888624,27.658317192329527,227.5865722759699,63.84701255553558,14.530722737575156,0
6,2023-01-03 16:00:00,109.02068596040039,42.42609620506363,250.52841613079872,103.26812825253714,25.871600607900316,1
42,2023-01-03 17:00:00,58.20042819171112,33.79150774291755,236.44291526261253,49.472185096636935,11.69734766866041,0
4,2023-01-03 18:00:00,66.73065326595587,23.311225832824235,,54.49223288946121,12.89106092992414,0
29,2023-01-03 19:00:00,47.09645151929239,28.166341332585468,243.6586533518599,42.980402898202136,10.47254709069631,0
18,2023-01-03 20:00:00,81.75525970567496,30.182612311324032,246.30734954636372,73.39116360539727,18.07678298776895,1
26,2023-01-03 21:00:00,72.30303598049167,31.88035349608629,232.6183898640638,74.04848836011527,17.225040134197883,0
44,2023-01-03 22:00:00,55.15960516886043,34.47643370687331,237.96905441376938,44.6073264248579,10.615163289249784,0
34,2023-01-03 23:00:00,,21.48259935119214,,44.26816755131146,10.7998133285826,0
10,2023-01-04 00:00:00,98.09086748021751,,218.38188923638563,93.84438599545136,20.49391430791528,0
36,2023-01-04 01:00:00,,29.72454745837558,212.70497600367352,39.05797020905216,8.307824616068634,0
14,2023-01-04 02:00:00,80.0763139117911,41.952612858005295,229.42446079594094,86.55985372195808,19.858947766735753,0
31,2023-01-04 03:00:00,,33.64911639628013,212.4650864258062,28.36644670888027,6.026879551595273,0
48,2023-01-04 04:00:00,84.14423366024765,39.71423085866365,226.8600490369205,100.456245283718,22.789508731129178,0
15,2023-01-04 05:00:00,89.40597774520121,40.55174489957147,233.14373534199137,76.46948149919622,17.82838055638791,0
8,2023-01-04 06:00:00,91.89567423279827,40.41636621733108,227.24361233944873,89.31292825759384,20.29579244586965,0
14,2023-01-04 07:00:00,66.77583062860263,32.167966285187575,228.5840695189631,64.7680346292494,14.804940930298955,0
23,2023-01-04 08:00:00,101.68007211127392,32.10399921139338,219.98333486379076,98.30645761971945,21.6257823858318,0
40,2023-01-04 09:00:00,116.15583389992136,33.87513350355842,237.88143543970943,123.76628942759432,29.44170258808267,0
21,2023-01-04 10:00:00,63.56753727908074,38.18118687689463,219.3653663287766,63.308895222922025,13.887778992446425,0
16,2023-01-04 11:00:00,60.97989939740145,32.446523651229185,,61.40511369485492,12.831886950971217,0
45,2023-01-04 12:00:00,72.98354520689871,,227.9266122746678,71.00878540484575,16.18479189906537,0
18,2023-01-04 13:00:00,60.44639708211586,36.36796908169725,239.15019924919955,72.334981428432,17.29892522129666,0
47,2023-01-04 14:00:00,57.52259607979759,30.475540369760665,230.79830791882978,67.36037158677807,15.546659783011997,0
24,2023-01-04 15:00:00,59.26522919516981,30.159458558354412,218.35202984919766,54.707121200766764,11.945410961393497,0
26,2023-01-04 16:00:00,104.3151201601249,34.208680592980045,231.01950967406336,88.10846959656986,20.35477544433169,0
25,2023-01-04 17:00:00,85.43763990070863,,234.3830370476835,97.04911835805814,22.746667103561762,0
45,2023-01-04 18:00:00,60.38107745483818,37.16942740000822,230.90316691518927,72.38894763866939,16.714837259426574,0
41,2023-01-04 19:00:00,20.897499485554285,,,19.163917273508268,4.356996266714439,0
29,2023-01-04 20:00:00,,29.504685897141755,234.86038681642748,36.88585711138413,8.66302666923515,0
15,2023-01-04 21:00:00,80.06858165203755,30.939575340282175,212.61573097179854,94.21295863283638,20.031157066736323,0
45,2023-01-04 22:00:00,27.568881172223655,30.14623856218449,221.0604460923742,29.89712300973407,6.609071349410399,0
1,2023-01-04 23:00:00,75.85987054903912,42.06223700795711,216.9479190219469,69.65873067048612,15.112316660672231,0
25,2023-01-05 00:00:00,48.688725502699484,34.39864704898732,243.48386371988155,50.267145649531265,12.239238840917908,0
7,2023-01-05 01:00:00,71.83611549161347,35.080646476225105,237.12031720988386,84.60080643881409,20.060570058983583,0
9,2023-01-05 02:00:00,71.27712602668285,35.28887182006756,231.85125034314018,80.16718287490117,18.586861586033013,0
24,2023-01-05 03:00:00,72.41179867781422,31.421649931411803,215.4937834664719,79.4164153899059,17.11374382171577,0
1,2023-01-05 04:00:00,62.11156305842959,,237.44147788948118,67.99964760260886,16.145936822727364,1
44,2023-01-05 05:00:00,61.454287487845356,37.05513327409364,243.86540134991816,53.53947486537095,13.05642552610754,0
8,2023-01-05 06:00:00,55.58419162127123,35.197952648889746,235.71494736463563,62.803049308102196,14.803617461997925,0
24,2023-01-05 07:00:00,79.6778463448378,29.47371789424717,229.64822583496442,72.54249226338088,16.65925464593205,0
11,2023-01-05 08:00:00,,,236.31718031850616,100.92634456015996,23.850629166311005,0
17,2023-01-05 09:00:00,45.62054954927747,33.455462341971156,232.7291611425269,43.15047035049893,10.042372767577094,0
8,2023-01-05 10:00:00,68.96743055415462,31.50004103214085,239.2607623363974,78.83419799214789,18.861930309779794,0
35,2023-01-05 11:00:00,,29.66277827226724,239.03685641792953,67.01854488137582,16.019902290147996,0
35,2023-01-05 12:00:00,73.67542269246084,33.14520990214223,227.78934463389675,74.1035339697101,16.879995438015968,0
33,2023-01-05 13:00:00,73.33539239193036,33.91785985862055,223.39358617115892,61.80370394779136,13.806551063557725,0
5,2023-01-05 14:00:00,61.959303793095515,35.70892710230135,226.00177059313822,65.92764609459837,14.899764748417027,0
42,2023-01-05 15:00:00,75.58060850925078,32.480402643128684,235.35850335004935,85.74103895903382,20.17988260507647,0
39,2023-01-05 16:00:00,82.3605742196724,29.961996526699846,226.6056034820219,89.55715162958973,20.29415239115412,1
41,2023-01-05 17:00:00,72.82073311645128,30.135395570043766,222.49470381846177,73.49821390180789,16.352963333268697,0
28,2023-01-05 18:00:00,80.11879673067448,41.06486364613094,229.99046628746794,65.54088934733802,15.073779701889613,0
7,2023-01-05 19:00:00,89.80706822075014,28.74121156819129,241.0745693066895,105.3774946610157,25.403834140022333,0
9,2023-01-05 20:00:00,32.98119284209464,36.815911491456355,231.35108067134064,35.69210901357741,8.257407991730432,0
8,2023-01-05 21:00:00,88.86927683730735,37.59773164887198,227.23782003999574,97.60918766278036,22.180499020365055,0
12,2023-01-05 22:00:00,76.84855530442549,34.39362262082165,233.20431792946766,85.90686590613836,20.033852069099236,0
34,2023-01-05 23:00:00,47.76749344522547,43.83914529202589,230.84039209049868,52.50112643486341,12.119380611416714,0
33,2023-01-06 00:00:00,86.04941764639378,37.5085949651385,210.66362958990322,84.0226497311441,17.70051636012392,0
48,2023-01-06 01:00:00,,44.21451524152325,236.9675914301916,67.83054142991168,16.073640028051994,0
23,2023-01-06 02:00:00,64.76067127362894,,234.0745843994711,67.99939875594193,15.916931003211017,0
24,2023-01-06 03:00:00,59.84640435068676,31.83027295053291,230.16171798945746,68.32104621128269,15.724889370825938,0
37,2023-01-06 04:00:00,76.0479768847645,37.637685793400074,240.6235670072292,85.24855970290308,20.512812517941278,0
35,2023-01-06 05:00:00,54.29293714975894,33.69267181340398,242.12999364250197,44.332884418569165,10.734321022421927,0
44,2023-01-06 06:00:00,88.02949259895573,43.42832712446009,237.9876866147355,83.76488940487417,19.935012249005172,0
40,2023-01-06 07:00:00,67.22274825610657,36.70850191815469,221.49699183964466,54.71168466835671,12.11847357252022,0
22,2023-01-06 08:00:00,62.71595033024125,,,52.73345062883048,11.698541028834658,0
27,2023-01-06 09:00:00,85.0575135522794,26.315917957279872,241.17335540001983,88.50781109674685,21.345725781313547,0
35,2023-01-06 10:00:00,63.60886475361839,34.60880703828368,211.227760730548,73.12021741932283,15.44501978961437,0
1,2023-01-06 11:00:00,88.96353650724602,34.554384352333834,228.51152484837885,75.43484292415835,17.237730983297364,0
35,2023-01-06 12:00:00,89.59185901681731,36.56882961654194,234.39825807031082,87.83905835214382,20.5893222682789,0
37,2023-01-06 13:00:00,43.30392323562046,41.053452868779516,,50.42099065677008,10.714254930311752,0
47,2023-01-06 14:00:00,92.18520404445847,40.395566519969634,,103.7747641689142,24.111384902312963,1
14,2023-01-06 15:00:00,40.759280569962286,32.10549483831784,239.54429076585953,41.07994029407261,9.840465162447478,0
3,2023-01-06 16:00:00,93.43161053765022,28.530902990977893,215.14423929896523,103.58095331865839,22.284845407604386,0
1,2023-01-06 17:00:00,110.56714384460477,28.82939432495465,246.58170206694157,111.57081815626849,27.51132224197391,1
5,2023-01-06 18:00:00,87.49668876538263,31.315991473393108,219.9016992390109,75.53037342487784,16.609257460287665,1
26,2023-01-06 19:00:00,26.86038710600654,33.16634225980491,235.7473624647703,22.828493799698418,5.381757202322265,0
14,2023-01-06 20:00:00,91.27131438772037,36.52531069482583,,79.89409796203734,18.308853918902976,0
39,2023-01-06 21:00:00,,30.9951620155201,230.6951562370045,108.0696123723301,24.931136110707207,0
27,2023-01-06 22:00:00,63.93936718003941,36.401959855566574,217.16504864325844,74.95047475106443,16.276623495150222,0
9,2023-01-06 23:00:00,69.3059335994022,36.81020072929526,242.6047296235306,77.61373049454247,18.829458101702045,0
15,2023-01-07 00:00:00,46.230265561471356,35.716719412979444,233.25883463350235,44.98762489354191,10.493760955596727,1
15,2023-01-07 01:00:00,76.24158837639338,29.356885014936523,246.20840176903155,76.03045131935895,18.71933590511752,0
26,2023-01-07 02:00:00,95.38354365086258,37.33913362617979,217.42582779420974,86.44074344045264,18.79445019768732,0
42,2023-01-07 03:00:00,,,228.18765366121306,90.81730250403045,20.723387170235316,0
13,2023-01-07 04:00:00,120.0,36.22948413456452,232.09529239702206,134.53275223017783,31.224418465839246,0
32,2023-01-07 05:00:00,70.66054085931594,20.234624496743653,230.60383147294925,63.280886691333244,14.592814930027009,0
39,2023-01-07 06:00:00,37.386532651694715,41.204397860234515,236.6678534467242,30.534652322651606,7.226570620943987,0
49,2023-01-07 07:00:00,,31.486261116503066,228.06081458076125,77.05776114376062,17.57385577621578,0
32,2023-01-07 08:00:00,21.670964695750207,46.32856345247846,251.22026046300687,22.2128438664854,5.580316421762567,0
4,2023-01-07 09:00:00,59.337921502709726,,230.39842322188179,57.01498796652677,13.13616332750233,0
30,2023-01-07 10:00:00,,26.576496530070873,201.15845564237665,108.38658144051543,21.802877334930766,0
37,2023-01-07 11:00:00,76.50267297263542,24.676512550206237,230.84201008339372,78.05149400616502,18.01756376639509,0
23,2023-01-07 12:00:00,,42.698703813379396,242.61463984866182,66.24662153255181,16.072400224310663,0
39,2023-01-07 13:00:00,106.41560753430713,40.52952492958636,220.76693898149466,102.06231425740155,22.5319847039739,0
45,2023-01-07 14:00:00,64.5880021667326,,220.13244810828763,62.73080180156306,13.809084972373858,0
15,2023-01-07 15:00:00,95.23640825868218,35.05462242786778,221.5961029366041,109.72178955525014,24.31392097267362,0
43,2023-01-07 16:00:00,72.5861395033268,34.7173505831016,219.2352319002287,85.9682407950338,18.847267206753934,1
29,2023-01-07 17:00:00,77.60094926918052,33.08640603920721,225.20598286294006,89.79986078360027,20.223465908725885,0
36,2023-01-07 18:00:00,45.65390288273974,31.708548793703898,239.09297226349221,49.656435772379695,11.87250482082946,0
13,2023-01-07 19:00:00,60.359064103435664,33.03785222771092,245.26332728412694,62.41109684585168,15.307153271865463,0
32,2023-01-07 20:00:00,42.04963534312253,36.08731666162015,205.757496760628,45.23298844543709,9.307026473535545,0
7,2023-01-07 21:00:00,68.0950984354931,30.780496065439493,226.21545346422542,80.05557267938313,18.109807676004912,0
22,2023-01-07 22:00:00,77.80804687832534,26.65355326563008,233.02697994376732,70.02720282658746,16.31822758858932,0
28,2023-01-07 23:00:00,47.79923789817096,35.79938317007089,,48.47073129872521,11.24650788362389,0
2,2023-01-08 00:00:00,,30.669022006532842,248.9993966662289,119.40092903456916,29.730759290994936,0
42,2023-01-08 01:00:00,75.56212038183922,20.0,209.89306090417932,80.97983377869863,16.99710518332271,0
45,2023-01-08 02:00:00,71.15591171170439,,204.109360653115,64.10518511911151,13.084468349211432,0
6,2023-01-08 03:00:00,85.39315502691251,,250.62212524038256,88.3556665325581,22.143884923420252,0
28,2023-01-08 04:00:00,53.42143838268156,38.308947273453676,237.53433693247337,59.74468066445119,14.191413106872774,0
28,2023-01-08 05:00:00,73.26954958334906,38.18924053257991,,72.53916882059855,16.26954062868496,0
44,2023-01-08 06:00:00,,36.41795005761416,231.71598773067956,62.19297787096336,14.411107297282571,0
44,2023-01-08 07:00:00,101.17359820177965,47.48408920178248,232.43217622561068,95.50312549943654,22.197999296181646,0
20,2023-01-08 08:00:00,48.82721301205837,34.30974075013811,224.0447920966402,57.39658668814744,12.859406331602779,0
30,2023-01-08 09:00:00,71.26330918614347,,,72.23045036433992,16.715410739467828,0
11,2023-01-08 10:00:00,76.58631570303551,38.41836210708458,233.5481337466012,79.5256357232205,18.573063808170186,0
28,2023-01-08 11:00:00,77.89651488815403,34.722763189431035,250.15530261362824,63.294394675044224,15.833428453682107,0
25,2023-01-08 12:00:00,58.375296538343356,40.80246768697005,,50.6760417791585,12.14372855313369,0
39,2023-01-08 13:00:00,52.08981195709804,28.65597046212239,247.39323140242075,54.85961229168367,13.571896758323582,0
33,2023-01-08 14:00:00,,28.7391277626783,216.56428516327105,56.783803640915906,12.297343844346502,0
1,2023-01-08 15:00:00,80.56650868420564,38.82904745663109,226.52802740382143,80.82959992214347,18.31016982620324,0
27,2023-01-08 16:00:00,67.12308458176072,29.17594530330698,232.42246983931625,55.389201743274505,12.873695071600022,1
13,2023-01-08 17:00:00,85.92417616905043,38.04549303221357,210.78899246867036,97.40829420483503,20.532596193528995,0
41,2023-01-08 18:00:00,79.54007438790147,,241.8185933810928,88.5919130960678,21.42317180983113,0
3,2023-01-08 19:00:00,24.461746038007846,31.527558569861682,236.4220977231126,21.383029582903458,5.055420709665409,0
39,2023-01-08 20:00:00,74.94995593674422,36.83585080116717,226.32841480046136,78.97714769972492,17.874772644340645,0
6,2023-01-08 21:00:00,115.0090953563254,28.827037771078803,,129.6527531685314,29.582435204910002,0
8,2023-01-08 22:00:00,96.50538102076662,30.000500368681497,242.53866888823748,101.94265386202203,24.725035570629164,0
27,2023-01-08 23:00:00,78.44026321413938,33.81406130793967,222.04562052363033,72.49129388978093,16.096374334317257,0
9,2023-01-09 00:00:00,,35.39463909536111,242.94185349662288,51.860206209628366,12.599014619284187,0
37,2023-01-09 01:00:00,79.55107432251292,33.48180731506071,227.4796126341371,70.3378427108076,16.00042521337538,0
33,2023-01-09 02:00:00,84.79499879756519,37.165579819365554,237.55996052776916,78.6305718827032,18.67947555273089,1
42,2023-01-09 03:00:00,64.92506638344832,36.94233207524145,230.86764205578987,58.17466837261266,13.43064851456262,0
44,2023-01-09 04:00:00,76.33484117608874,42.646834041740725,,78.07298863604436,19.700308564407027,1
24,2023-01-09 05:00:00,,34.52357326427498,221.12607609892473,84.49203108873232,18.683391296279737,0
15,2023-01-09 06:00:00,52.854511605165484,40.972817155920644,224.26717377423066,62.015475015869455,13.908035312075455,0
32,2023-01-09 07:00:00,48.83400790081746,39.60362756446946,214.93874522311168,45.58190428617104,9.797317312149579,1
32,2023-01-09 08:00:00,83.85398651988426,46.46988641646574,219.0324283297068,74.42779645054229,16.30210099179141,0
24,2023-01-09 09:00:00,,34.36370990048863,237.13128107694516,79.04161864577294,18.74324028786749,0
41,2023-01-09 10:00:00,90.57676590825623,32.89820639273506,246.0016363886506,82.49723935031318,20.294455877723223,0
49,2023-01-09 11:00:00,81.39587623807539,41.28847111121867,238.26480870360277,82.53229571623731,19.664541650698457,0
49,2023-01-09 12:00:00,58.644898736516126,36.92716285870631,229.94608500273134,55.09123250830079,12.66801323325897,0
12,2023-01-09 13:00:00,78.6438530293081,,221.06385498343946,67.06957956591445,14.826659810959567,0
39,2023-01-09 14:00:00,47.15746913407653,38.5839939899475,238.9841867162715,42.741553974780594,10.214555515652561,0
2,2023-01-09 15:00:00,64.99362576534013,24.46618954300252,220.51398094814164,63.393218693889345,13.979091019305692,0
3,2023-01-09 16:00:00,80.05598461932809,36.88160888515591,216.5104826569424,65.01484932471156,14.076396407161686,0
49,2023-01-09 17:00:00,,36.556079489757444,226.91530666790095,69.58714259282432,15.790387801593683,0
37,2023-01-09 18:00:00,119.36104364459653,35.665534512319816,,125.17748651302078,26.24478615660633,0
49,2023-01-09 19:00:00,32.15631502352666,34.338784729383086,216.18615125447752,33.46005560844814,7.233600642751197,0
17,2023-01-09 20:00:00,59.050192860023785,27.039282361028363,248.8599033588282,60.137895803571105,14.965910937879986,0
49,2023-01-09 21:00:00,51.24440332260179,39.370884586191615,214.331915755416,53.09562117378957,11.380086204402147,0
2,2023-01-09 22:00:00,55.99302385084093,36.86884214046747,218.11851618954188,65.72801471274093,14.336497041227428,0
2,2023-01-09 23:00:00,57.14003553038243,40.50978348698712,230.71832907706664,45.90788642838317,10.591790848216311,0
28,2023-01-10 00:00:00,43.47158626282014,27.306222378623737,231.23903880030016,35.608440690945955,8.234061598551838,0
23,2023-01-10 01:00:00,85.05404297145255,37.53567244772634,227.65375702621145,74.55814986396382,16.97344293345468,0
37,2023-01-10 02:00:00,,33.826703312267185,209.96626251108884,51.19867549568958,10.74999453934801,0
32,2023-01-10 03:00:00,73.2714667117731,35.71894004962765,238.4848932763779,63.92772689156006,15.245797125135136,0
33,2023-01-10 04:00:00,61.303484761795104,33.884201829095545,225.56946600242003,65.51978851619772,14.779263708190213,0
1,2023-01-10 05:00:00,56.182391754275805,37.71803963740065,,55.271861733079945,13.387093371026932,0
19,2023-01-10 06:00:00,103.44558472173699,34.1856343950421,223.55182378471153,123.79452617098991,27.674492100088994,0
2,2023-01-10 07:00:00,,29.740425374721553,,78.79492302952626,18.89698795508631,0
44,2023-01-10 08:00:00,32.635992000897105,35.43212709393096,242.96083449079435,30.166493077026225,7.329276331655063,0
26,2023-01-10 09:00:00,30.517251033282264,33.9291273143225,225.3305772424618,36.42832923935125,8.208416455481467,0
32,2023-01-10 10:00:00,90.85217671272974,34.583031894355585,238.80450194105646,102.90855640635071,24.575026558091697,0
6,2023-01-10 11:00:00,59.602932169024925,20.0,216.71455321883602,58.88291016848528,12.760783569388144,0
32,2023-01-10 12:00:00,37.018353321315544,38.41318041784353,232.63689487069493,37.8267880410695,8.799906512806345,0
4,2023-01-10 13:00:00,90.91470265080682,33.426681913266094,242.2222770835484,103.3946700957969,25.04449242890619,1
11,2023-01-10 14:00:00,73.3824810019818,28.25923212990867,235.18492845964124,72.82419430871472,17.127152928626085,0
17,2023-01-10 15:00:00,75.03142169664639,39.61281758424071,254.0622392285324,66.20843851075739,16.82106414386762,0
38,2023-01-10 16:00:00,86.19078544011815,38.18182863876465,235.74357992291155,97.514342540726,22.988380204379812,0
24,2023-01-10 17:00:00,43.80045683435213,33.36339901862572,226.34728747392498,44.46223778381004,10.063906917386062,0
5,2023-01-10 18:00:00,37.369983572316706,,258.408863930015,32.18366659460404,8.316544721814005,0
34,2023-01-10 19:00:00,101.61908589806404,,246.3370101734755,101.8461367216398,25.088472817727762,0
6,2023-01-10 20:00:00,41.25666478515415,35.61553042293804,213.97092438201602,39.82428917267415,8.521239967133798,0
22,2023-01-10 21:00:00,45.55524405848872,39.62167141495891,,52.42210546308564,11.646009184531042,0
11,2023-01-10 22:00:00,49.55129240908468,32.781322425697546,219.61841892958677,42.139517742910755,9.254614261153328,0
48,2023-01-10 23:00:00,111.59891847381044,40.97461067432498,236.45629604509057,128.34812182467826,30.348721491007474,0
16,2023-01-11 00:00:00,79.86766600823046,32.29873498332116,235.7115803681679,80.25777217312033,18.91768631575456,0
33,2023-01-11 01:00:00,89.3081594887076,28.27084107728789,235.634519323955,85.89174479269275,20.23905999812197,1
9,2023-01-11 02:00:00,73.92335091157457,29.338586222613593,213.7009054050105,63.92794353277097,13.661459413633542,0
6,2023-01-11 03:00:00,,34.68794230432192,223.61908453394952,62.61820062192468,14.002624698237986,0
16,2023-01-11 04:00:00,82.62582566520335,34.67242745470634,228.50714745276355,96.73192836106949,22.103937017393065,0
29,2023-01-11 05:00:00,38.86768058406393,36.63930570375388,211.78079450679277,36.9301633031911,7.821099325615414,0
3,2023-01-11 06:00:00,48.0943309580701,34.548129844407796,221.2817223344211,43.123012357163546,9.542334446641673,0
20,2023-01-11 07:00:00,84.65950358522963,,,86.51750596778989,21.072578988733426,0
36,2023-01-11 08:00:00,42.854895383464395,33.69452950768712,214.45924002030412,47.932102517138674,10.279482278400867,0
19,2023-01-11 09:00:00,66.21837061676253,,244.5526049371848,53.074492731057205,12.979505453099721,0
26,2023-01-11 10:00:00,67.12975311289176,34.39451655767103,240.91149092535503,70.65748706082368,17.022200552862014,0
3,2023-01-11 11:00:00,59.42675993325676,24.966106561167592,227.0926278019552,61.72101321455099,14.016387081491587,0
19,2023-01-11 12:00:00,30.97763050302286,,,28.724344744646427,6.420214773975377,0
20,2023-01-11 13:00:00,57.421422176226145,40.285964994924576,238.318276221453,56.30567808900534,13.41867214365179,0
32,2023-01-11 14:00:00,53.50063246135029,30.068877568587403,222.12259839104368,48.08558144402089,10.680894295490074,0
