transformer_id,timestamp,capacity_kVA,age_years,location_type,load,temperature,voltage,current,power,thermal_stress,overload_flag,voltage_deviation,current_stress,load_fluctuation,rolling_thermal_stress,rolling_overload_hours,root_cause,failure
1,2024-01-03 17:00:00,315,12,Agricultural,77.42819343797805,48.34235289004221,218.72344714640727,35.98711616450672,7.871226100359105,3743.0610508171853,0,11.276552853592733,0.163783686410707,15.17482881678663,3480.3288104605895,7.0,Normal Operation,0
1,2024-01-03 18:00:00,315,12,Agricultural,99.85283125050886,49.10984976791159,222.49094252907577,46.73429135331724,10.397956531627988,4903.757541613118,1,7.509057470924233,0.2091104490609824,22.424637812530804,3537.4113309033796,7.0,Electrical Stress,0
1,2024-01-03 19:00:00,315,12,Agricultural,106.7393978316753,37.89447645575163,241.63425215359706,51.24917615332803,12.38355635329738,4044.8335980335264,1,11.63425215359706,0.2112198739396665,6.8865665811664485,3506.802610254475,7.0,Electrical Stress,0
1,2024-01-03 20:00:00,315,12,Agricultural,118.7751589956066,43.429860775709244,226.18961370274016,48.41836331913437,10.951730895273927,5158.388618791924,1,3.8103862972598392,0.21311873606372697,12.035761163931298,3542.9961215997787,7.0,Electrical Stress,0
1,2024-01-03 21:00:00,315,12,Agricultural,77.2044072024405,40.550065864388536,225.783901124211,34.74342881462908,7.844506896198276,3130.6437970800353,0,4.216098875788987,0.15320059599644983,41.570751793166096,3498.594286515101,6.0,Sudden Load Variation,0
1,2024-01-03 22:00:00,315,12,Agricultural,,42.08915314441227,236.70633901970626,36.16268854812564,8.559937615336676,3834.0669869749136,1,6.706339019706263,0.1521317803187726,13.889537449280809,3442.216159323893,6.0,Normal Operation,0
1,2024-01-03 23:00:00,315,12,Agricultural,59.94136063231385,42.67265578122134,227.7315835526369,26.555221562249613,6.047462657962233,2557.857049320781,0,2.2684164473631085,0.11609774719256725,31.152584019407463,3412.6221879709665,6.0,Sudden Load Variation,0
1,2024-01-04 00:00:00,315,12,Agricultural,72.10295151353867,38.109005684295845,235.08685742972034,31.9766015088151,7.517278759989796,2747.771789083953,0,5.0868574297203395,0.1354442253031136,12.161590881224818,3376.046057311845,6.0,Normal Operation,0
1,2024-01-04 01:00:00,315,12,Agricultural,86.69877847999054,43.09591297037668,239.08344939099393,40.06790570548905,9.579573105941408,3736.3630120116386,0,9.083449390993934,0.16689157793728404,14.595826966451867,3411.7003489697213,6.0,Normal Operation,0
1,2024-01-04 02:00:00,315,12,Agricultural,,41.357283787870664,228.39956881937755,22.21574558129346,5.074066711768419,2167.070996219495,0,1.6004311806224507,0.09684301367970523,34.300003760286685,3384.3491010601538,6.0,Sudden Load Variation,0
1,2024-01-04 03:00:00,315,12,Agricultural,54.194845182033504,40.81381039796142,216.63581113553562,27.59517169652036,5.978102403900063,2211.8981358063884,0,13.364188864464381,0.12679517930684256,1.7960704623296522,3394.9822970566292,6.0,Normal Operation,0
1,2024-01-04 04:00:00,315,12,Agricultural,62.975212665854684,41.41632855901217,233.9546622135463,30.911288797533622,7.231840129212356,2608.2020988427025,0,3.9546622135462997,0.1315627811183371,8.78036748382118,3327.346984365466,6.0,Normal Operation,0
1,2024-01-04 05:00:00,315,12,Agricultural,76.77173614497755,42.91648468565669,222.40479819275188,31.52135027626877,7.010499546956599,3294.7730385572054,0,7.595201807248117,0.14109522504110408,13.796523479122868,3389.2166943399498,6.0,Normal Operation,0
1,2024-01-04 06:00:00,315,12,Agricultural,79.3058420252478,41.41953849783182,,30.627939610940697,6.784517576624276,3284.81137686772,0,8.48599472225817,0.13764499709899575,2.5341058802702463,3389.309480695878,6.0,Normal Operation,0
1,2024-01-04 07:00:00,315,12,Agricultural,88.55397045473325,31.494271212328243,205.5391623408487,39.03624813912793,8.023477743445868,2788.942762429871,0,24.46083765915131,0.18900167743832985,9.248128429485448,3356.6518522977926,6.0,Voltage Instability,0
1,2024-01-04 08:00:00,315,12,Agricultural,86.88733774805065,35.880935789017315,213.65608782202588,37.63817267840159,8.041624727237144,3117.598986616466,0,16.34391217797412,0.17534174343849906,1.6666327066825914,3368.27835939437,6.0,Electrical Stress,0
1,2024-01-04 09:00:00,315,12,Agricultural,101.52230988429555,35.65499146886666,221.54886183959778,45.556988235875735,10.093098892498213,3619.7770928241953,1,8.451138160402223,0.20470555481299635,14.634972136244897,3377.5259734429933,7.0,Electrical Stress,0
1,2024-01-04 10:00:00,315,12,Agricultural,67.77112163378457,35.68885363078419,234.94465271875814,38.89782357741563,9.138835651911437,3149.097433997249,0,4.944652718758135,0.16485994969244397,13.284747911138552,3234.0619083749357,6.0,Normal Operation,0
1,2024-01-04 11:00:00,315,12,Agricultural,64.1327247529854,34.1833589924531,241.0099321576878,22.752802948146858,5.483651494930114,2192.271953395483,0,11.009932157687814,0.09401598829142964,24.104837220171603,3180.8375632755124,6.0,Normal Operation,0
1,2024-01-04 12:00:00,315,12,Agricultural,49.83376181459379,43.169302111292794,218.2685632508558,27.148033322170086,5.925562228316422,2151.288719116406,0,11.731436749144194,0.12381179007002102,14.298962938391604,3152.043335160821,6.0,Normal Operation,0
1,2024-01-04 13:00:00,315,12,Agricultural,72.87650165540059,46.50124156807525,220.67855304596634,38.21175358599851,8.432514490707167,3388.847808114019,0,9.32144695403366,0.17237460756104395,23.042739840806796,3196.9692790519275,6.0,Normal Operation,0
1,2024-01-04 14:00:00,315,12,Agricultural,,43.23591239262775,253.81796879342508,28.767919396417568,7.301814867611682,3253.482558107136,0,23.81796879342508,0.1128959607230016,2.3730392485146012,3158.033172540314,5.0,Voltage Instability,0
1,2024-01-04 15:00:00,315,12,Agricultural,94.15239743413399,36.56624813129903,231.4232641549864,36.587406096463155,8.467176945807552,3442.799926733225,1,1.4232641549864127,0.15741714251145547,18.9028565302188,3192.983330459512,6.0,Normal Operation,0
1,2024-01-04 16:00:00,315,12,Agricultural,80.59503248737181,35.836292148714705,226.1343608413599,38.36767500948997,8.676249665240032,2888.227129952609,0,3.865639158640107,0.16892061098711328,13.557364946762178,3225.6597275544686,6.0,Normal Operation,0
1,2024-01-04 17:00:00,315,12,Agricultural,53.640461582612346,35.06124434401729,210.87477710312078,25.82825221371627,5.446526928530604,1880.7013302738437,0,19.125222896879222,0.12190338353085557,26.954570904759464,3148.0614058651627,6.0,Voltage Instability,0
1,2024-01-04 18:00:00,315,12,Agricultural,121.92439541706084,40.09180359262692,246.0666274053775,46.9454791045747,11.551715715192318,4888.168914210584,1,16.06662740537749,0.1900114135105279,68.28393383444849,3147.411879723391,6.0,Electrical Stress,0
1,2024-01-04 19:00:00,315,12,Agricultural,130.3443186641246,51.03047990809738,213.39272374792418,66.2756803937014,14.14274795745884,6651.533134724252,1,16.60727625207582,0.30913213487425134,8.41992324706375,3256.0243604188377,6.0,Thermal Overload,0
1,2024-01-04 20:00:00,315,12,Agricultural,,35.71639778775904,220.5342016554886,46.024881180018205,10.150060427324037,3796.1288806052885,1,9.465798344511398,0.20775519462043265,24.05899551470209,3199.2635379943945,6.0,Electrical Stress,0
1,2024-01-04 21:00:00,315,12,Agricultural,130.93897613479615,46.04457440771485,,56.20213741952375,13.839845354321545,6029.02942950862,1,16.251227974005815,0.22730781917666526,24.653652985373654,3320.0296060122523,7.0,Thermal Overload,0
1,2024-01-04 22:00:00,315,12,Agricultural,,,228.9844553045801,36.82783129193743,8.433000888433265,3019.4568872536647,0,1.0155446954198908,0.16013182822797506,43.695717343223166,3286.087518523867,6.0,Sudden Load Variation,0
1,2024-01-04 23:00:00,315,12,Agricultural,75.24240582750161,42.49950972038127,228.4518673913147,35.58218754530741,8.128817190593459,3197.765357850777,0,1.5481326086853073,0.15507473506251485,12.00085296407137,3312.7503647126164,6.0,Normal Operation,0
1,2024-01-05 00:00:00,315,12,Agricultural,114.37517082379422,41.23916444892121,248.32942152832257,44.06768670645356,10.943303147904963,4716.736478475905,1,18.32942152832257,0.17674483194293894,39.13276499629261,3394.790560103948,7.0,Voltage Instability,1
1,2024-01-05 01:00:00,315,12,Agricultural,67.29183628831379,33.773582577104875,242.48877056897163,30.431016732131322,7.37917983453833,2272.6863896483883,0,12.488770568971631,0.12497913830285372,47.08333453548043,3333.8040341721457,7.0,Sudden Load Variation,0
1,2024-01-05 02:00:00,315,12,Agricultural,,36.739842790980376,222.35636072358236,29.09518312099562,6.469499033370788,2539.7590661931167,0,7.643639276417645,0.13026350817473586,1.8363600581503619,3349.33270375438,7.0,Normal Operation,0
1,2024-01-05 03:00:00,315,12,Agricultural,47.38863085293532,40.29334163154075,222.38889491839006,26.09005271762672,5.802137992235545,1909.4462924082952,0,7.611105081609935,0.11679207566319764,21.73956549352883,3336.730543612792,7.0,Normal Operation,0
1,2024-01-05 04:00:00,315,12,Agricultural,76.41358860985999,31.973792787156782,209.34675063685202,37.27792933112419,7.804013375941048,2443.232248334707,0,20.653249363147978,0.17722132249849562,29.024957756924664,3329.856799841626,7.0,Voltage Instability,0
1,2024-01-05 05:00:00,315,12,Agricultural,85.50557922659821,37.70256519280095,228.97440043418007,33.16027749318583,7.592854657233262,3223.7796751390256,0,1.025599565819931,0.14419116836735263,9.09199061673823,3326.8987430325355,7.0,Normal Operation,0
1,2024-01-05 06:00:00,315,12,Agricultural,79.26577455547945,39.40599205079269,,36.95289903795413,7.771950560096679,3123.546482033149,0,19.679544435359503,0.17486664477992603,6.239804671118762,3320.179372414428,7.0,Voltage Instability,0
1,2024-01-05 07:00:00,315,12,Agricultural,99.8429807352682,35.10610860069213,201.15312155422237,49.22223678745462,9.901206579677575,3505.0985247091376,1,28.846878445777634,0.2434898675272349,20.577206179788746,3350.0191958427313,8.0,Voltage Instability,0
1,2024-01-05 08:00:00,315,12,Agricultural,88.43956672057776,36.31334198516054,231.75610947853426,33.78521934752243,7.829930993860701,3211.536231343763,0,1.7561094785342561,0.14515287879323419,11.40341401469044,3353.9332477063685,8.0,Normal Operation,0
1,2024-01-05 09:00:00,315,12,Agricultural,,48.65966508332718,220.21978400704535,45.17488495524016,9.948403407386111,4498.407908508662,1,9.780215992954652,0.2042081595821531,4.006772579238017,3390.5428650265544,8.0,Electrical Stress,0
1,2024-01-05 10:00:00,315,12,Agricultural,116.0123815202387,,240.49061906528888,50.317294789820394,12.100837373694542,4253.851443450089,1,10.490619065288882,0.20836128121488942,23.56604222042293,3436.5742820870896,9.0,Electrical Stress,0
1,2024-01-05 11:00:00,315,12,Agricultural,44.29586736793844,34.865567741222264,234.1515716818046,14.189046640731014,3.322387571593597,1544.4005643730545,0,4.151571681804597,0.06034000342524151,71.71651415230026,3409.579640877822,9.0,Sudden Load Variation,0
1,2024-01-05 12:00:00,315,12,Agricultural,76.25472500780725,42.52272996779723,249.39155221709262,32.20586358219255,8.031870309254934,3242.5590802756224,0,19.391552217092624,0.12862200540324004,31.95885763986881,3455.0492392594556,9.0,Voltage Instability,0
1,2024-01-05 13:00:00,315,12,Agricultural,104.8055240108707,42.009632849132544,243.55487628964636,39.67807447703166,9.66378852066482,4402.841584257623,1,13.554876289646359,0.16224609821330108,28.550799003063446,3497.298979932106,10.0,Sudden Load Variation,1
1,2024-01-05 14:00:00,315,12,Agricultural,66.71823096978164,36.48094865546431,257.5949794762859,25.108563226293562,6.467839828956118,2433.944358392013,0,27.594979476285914,0.09709609705936346,38.087293041089055,3463.151554943976,10.0,Voltage Instability,0
1,2024-01-05 15:00:00,315,12,Agricultural,70.28054633877656,43.545703641654725,257.7027690358426,25.41405405475654,6.549272102337344,3060.4158426419463,0,27.702769035842607,0.0982364980068516,3.5623153689949163,3447.2188847735056,9.0,Voltage Instability,0
1,2024-01-05 16:00:00,315,12,Agricultural,61.044808216353964,28.500615306866294,243.3791034755839,24.03427702251848,5.849440794424374,1739.8145954557351,0,13.37910347558389,0.09834833126360071,9.235738122422596,3399.3683625028025,9.0,Normal Operation,0
1,2024-01-05 17:00:00,315,12,Agricultural,110.6515851049567,46.3504622739882,253.66816141486777,41.640056496746624,10.562756572740936,5128.75212096429,1,23.668161414867768,0.163507115555418,49.60677688860273,3534.703812114905,10.0,Thermal Overload,1
